"Qualification","Quali"
"BDS",3
"BDS, MDS-Oral Pathology and Oral Microbiology",4
"MD - Ayurveda Medicine",4
"BDS",3
"BDS",3
"MBBS, MD - Dermatology",4
"MBBS, DDVL, FRGUHS",3
"MBBS, MD - Dermatology",4
"BAMS, PG Diploma in Panchakarma",4
"MBBS, F.C.I.P",3
"BDS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BHMS",3
"MBBS, DDVL",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS, DNB, Diploma in Dermatology",3
"BDS",3
"MBBS, MS - ENT, DNB - ENT",4
"MS - ENT, Diploma in Otorhinolaryngology (DLO), MBBS",4
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship in Aesthetic Medicine, Diploma In Skin Aesthetics",4
"MBBS, MS - ENT",4
"BAMS, MD - Ayurveda Medicine, Diploma in Hospital Administration, Diploma in Trichology - Cosmetology, Diploma in Diet and Nutrition, Diploma in Naturopathy & Yogic Science (DNYS)",4
"BHMS",3
"BHMS, MD - Homeopathy",4
"BHMS",3
"MBBS, MD - General Medicine, DM - Neurology",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BHMS, Diploma in Naturopathy & Yoga (NDDY)",3
"BDS",3
"BAMS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MD - Homeopathy",4
"MBBS, MD - General Medicine",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"BAMS",3
"MBBS, MD - Dermatology",4
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"MDS - Oral & Maxillofacial Pathology and Microbiology, BDS",4
"MBBS, MD - Dermatology, DNB, Fellowship in Dermatological Laser Surgery",4
"MBBS, MD - General Medicine",4
"BDS",3
"BDS",3
"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics, MRCS (UK), Fellowship in Joint Replacement",4
"MBBS, Fellowship in Diabetology(Royal Liverpool Academy, UK), Post Graduate Course in Diabetology, Certificate Course in Management of Thyroid Disorder",4
"MBBS, Masters in Clinical Dermatology",4
"BAMS",3
"MBBS, MD - Dermatology",4
"BDS",3
"MS - ENT, MBBS",4
"MBBS, DDVL, MD - Dermatology",4
"MBBS, AFIH",3
"MBBS",3
"BDS",3
"MDS - Prosthodontics",4
"MBBS, Diploma in Dermatology",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"Get inspired by remarkable stories of people like you",0
"MBBS",3
"MBBS, MD - Dermatology",4
"MDS - Paedodontics And Preventive Dentistry, BDS",4
"BDS, MDS - Orthodontics",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BAMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BDS, MDS - Orthodontics",4
"BHMS",3
"BHMS",3
"MBBS, MD - Dermatology",4
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, DVD, MD - Dermatology",4
"DHMS (Diploma in Homeopathic Medicine and Surgery)",1
"MBBS",3
"MBBS, DNB - ENT, MS - ENT, DORL (ENT)",4
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, MS - ENT",4
"MBBS, MD - Skin & VD",4
"MDS - Periodontology and Oral Implantology, BDS",4
"MBBS",3
"MBBS, FCD - Diabetology, MD - Microbiology, PhD - Microbiology, PG in Diabetology, MBA - Hospital Management",5
"BHMS, MD - Homeopathy, Doctor of Homeopathic Medicine (HMD)",4
"MBBS, MS - ENT",4
"BAMS",3
"BDS",3
"MS - Otorhinolaryngology, MBBS, DNB - ENT",4
"MBBS, DDVL",3
"MBBS",3
"MBBS, Diploma in Cardiology, Post Graduate Diploma in Diabetology (PGDD)",4
"MBBS, MD - Dermatology",4
"MD - Dermatology , Venereology & Leprosy",4
"MD - Ayurveda Medicine, BAMS",4
"BHMS",3
"MD - Physician, DEMS, Member of Royal College of Emergency Medicine(MRCEM), Masters in Emergency Medicine",4
"MBBS, DNB - ENT",3
"MDS - Oral & Maxillofacial Surgery, BDS",4
"BAMS, PG Diploma In Emergency Trauma Care",4
"BHMS, MD - Homeopathy, PGNAHI",4
"MBBS, MD - General Medicine, MRCP (UK), FRCP",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"MBBS, DDVL",3
"MBBS",3
"MDS - Periodontics, BDS",4
"BAMS",3
"BDS, Certificate in Dental Implants",3
"BDS, MDS - Prosthodontics, International Certificate in Implant Dentistry",4
"BDS",3
"MD - Dermatology",4
"MBBS, DLO, PGDHHM, DNB - ENT",4
"MBBS",3
"BDS",3
"BDS",3
"BDS, MDS - Orthodontics",4
"MBBS, MD - Dermatology",4
"MBBS, MD - Dermatology",4
"BHMS, FCAH (Fellow ship course in Advance Homoepath)",3
"MBBS, MD - Internal Medicine, DAA",4
"BDS, Certification in Aesthetic Dentistry, Current Concepts in American Dentistry Advances in Implantology and Oral Rehabilitation",3
"MBBS, MS - ENT",4
"BDS, MSc - Forensic Odontology",4
"BDS, MBA - Hospital Administration",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"BAMS",3
"BHMS",3
"BHMS, Certificate in Child Health (CCH), CGO",3
"MS - ENT",4
"MBBS, MD - Dermatology, Diploma in Child Health (DCH), DNB - Paediatrics",4
"MBBS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BDS",3
"BDS, MSc, MDS - Conservative Dentistry & Endodontics",4
"MBBS, MD - General Medicine",4
"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",4
"BDS, MDS",4
"MBBS, MD - Dermatology, DVD, Fellowship in Pediatric Dermatology",4
"MBBS, Diploma in Dermatology, Diploma in Public Health",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, Certification in Full Mouth Rehabilitation, Certificate in Dental Implants",3
"MBBS",3
"MBBS, Diploma in Child Health (DCH)",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"DNB - Urology/Genito - Urinary Surgery, MBBS, MS - General Surgery",4
"BDS, MDS - Prosthodontics",4
"BHMS",3
"MBBS, DDVL, MD - Dermatology",4
"MBBS, DDV, DNB - Infectious Disease",3
"MS - ENT, MBBS",4
"MBBS, Post Graduate Diploma in Healthcare Management(PGDHM), Diploma in Health Administration, PGDMLS",4
"DDV, MD - Dermatology, MBBS",4
"MBBS, MD - Dermatology",4
"BDS, MDS - Orthodontics, MOrth",4
"MBBS, MS - ENT, Fellowship in Advanced Endoscopic Sinus Surgery",4
"BHMS",3
"MBBS, MD - Internal Medicine",4
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS, DNB - General Medicine",3
"MBBS, MD - General Medicine",4
"MBBS, DGO",3
"BDS, MDS - Orthodontics",4
"MD - Dermatology , Venereology & Leprosy",4
"MBBS, MS - Otorhinolaryngology",4
"MBBS, MD - General Medicine, DM - Cardiology",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS",3
"MBBS, MS - ENT, DLO",4
"BDS, MDS, MBA - HealthCare Management",4
"DHMS (Diploma in Homeopathic Medicine and Surgery)",1
"MBBS, DNB - Internal Medicine, MNAMS (Membership of the National Academy), M.H.Sc-Diabetology, MD - General Medicine",4
"MBBS",3
"BDS, MDS - Oral & Maxillofacial Surgery, Diploma in Implanthology",4
"BHMS",3
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",4
"MBBS, DDV",3
"MBBS, DGO",3
"MBBS",3
"MS - Otorhinolaryngology, MD - Physician, CCEBDM",4
"BAMS",3
"Fellowship in Head & Neck Oncology Surgery, MBBS, DNB - Otorhinolaryngology",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, Certified Advance Course In Endodontics, Fellow of Academy of General Education (FAGE), Certificate Course in Nutrition and Dietetics, Certificate Course in Sports and Fitness Nutrition",3
"BDS, Post-Graduate Certificate in Oral Implantology (PGCOI)",4
"BHMS",3
"BHMS, PhD - Acupuncture",5
"BAMS",3
"MBBS, MS - ENT",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BDS",3
"DDVL, Diploma in Trichology - Cosmetology, MBBS",3
"BDS, MDS - Prosthodontics, Fellowship in Implantology, Certified BPS Dentist",4
"BHMS, MD - Homeopathy",4
"MBBS, MD - Dermatology",4
"BHMS",3
"BEMS",3
"BAMS",3
"BAMS",3
"BDS",3
"MBBS, DVD",3
"MBBS, MD - General Medicine",4
"BDS, MDS",4
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",4
"BAMS, Diploma in Acupuncture",3
"MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology, Fellowship in Aesthetic Medicine, MNAMS (Membership of the National Academy)",4
"BHMS",3
"MBBS, MD - General Medicine",4
"Get inspired by remarkable stories of people like you",0
"MD - Dermatology, MBBS, DNB, FRGUHS",4
"BHMS",3
"BHMS, MD - Homeopathy",4
"MBBS, MD - General Medicine, Fellowship in Gastroenterology, Fellowship in Diabetology",4
"BDS, DNB - Oral & Maxillofacial Surgery",3
"BDS",3
"BAMS",3
"MRCS (UK), MS - ENT, MBBS",4
"BAMS",3
"BDS",3
"BAMS, Diploma in Health Administration, Post Graduate Diploma in Emergency Services (PGDEMS)",4
"BAMS, MD- Dravya Guna",4
"MBBS, MS - ENT",4
"MBBS, MS - ENT",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BHMS, MD - Homeopathy",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Internal Medicine",4
"MDS - Conservative Dentistry & Endodontics, BDS",4
"MS - Otorhinolaryngology, MBBS, Fellow of Advanced Micro ear Surgery, Fellowship in Head & Neck Oncology Surgery, Fellowship in Skull Base Surgery",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BAMS, Certificate in Child Health (CCH), CGO",3
"MBBS, MF- Homeopathy, Fellowship in Diabetology, Fellowship of College of General Practice (FCGP)",4
"MBBS, Fellowship of College of General Practice (FCGP)",3
"DHMS (Diploma in Homeopathic Medicine and Surgery), MD - Homeopathy, Doctor of Homeopathic Medicine (HMD)",4
"MBBS",3
"BAMS",3
"MBBS, MS - Otorhinolaryngology",4
"MBBS, MD - Dermatology",4
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS, DDV, DDVL",3
"MBBS",3
"BAMS",3
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy, Diploma in Dermatology & Venerology",4
"MBBS, MD - General Medicine",4
"MBBS, DNB - ENT",3
"BDS",3
"BSAM, BAMS",3
"BDS, Certificate in Dental Implants",3
"BHMS",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"BHMS, MD - Homeopathy",4
"MBBS, MD - General Medicine, Fellowship in Diabetology",4
"BDS, MDS- Periodontist & Implantalogist",4
"BDS, MDS - Prosthodontist And Crown Bridge",4
"MBBS, MD - General Medicine",4
"BAMS",3
"MS - ENT",4
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MBBS, MS - Otorhinolaryngology, DNB - Otorhinolaryngology, Fellowship in Head & Neck Surgery",4
"MD - Homeopathy, DHMS (Diploma in Homeopathic Medicine and Surgery)",4
"BDS, Fellowship in Cosmetology",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"LCEH",0
"BDS",3
"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship In Cosmetic Dermatology",4
"DNB - General Medicine, Fellowship Training in Intensive Care Medicine, MBBS",3
"MD - Medicine",4
"MBBS",3
"BHMS",3
"MBBS, MD - General Medicine, DM - Cardiology, Fellow of Indian College of Cardiology (FICC), FSCAI",4
"BDS",3
"BHMS",3
"MBBS, MD - Dermatology",4
"MD - Dermatology , Venereology & Leprosy, DDV",4
"MD - General Medicine",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",3
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",5
"MBBS",3
"BDS, MDS - Periodontics",4
"BDS",3
"MBBS, Diploma in Dermatology",3
"MDS - Periodontics, BDS",4
"MDS - Conservative Dentistry & Endodontics, BDS",4
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MD - Anatomy, BAMS",4
"MS - ENT",4
"MBBS, MD - Dermatology",4
"MBBS, DDVL, DNB - Dermatology & Venereology",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BAMS",3
"BDS",3
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",4
"MS - ENT",4
"BHMS, M.D. (Psychiatry), Fellowship in Child and Adolescent Psychiatry",4
"MD - Ayurveda Medicine",4
"BDS",3
"Post Graduate Diploma in Periodontics and Implantology, Fellowship Program in Forensic Odontology, BDS",4
"BAMS",3
"BHMS, Post Graduate Diploma in Emergency Services (PGDEMS), CGO",4
"MBBS, Diploma in Otorhinolaryngology (DLO), Fellowship In Phonosurgery",3
"MBBS, MS - ENT",4
"MBBS, DNB - Otorhinolaryngology",3
"MBBS, DGO",3
"MBBS, MD - Dermatology",4
"MA - Psychology, BHMS",4
"BAMS",3
"BDS, MDS - Periodontics",4
"BHMS, MA - Psychology, MD - Homeopathy",4
"BDS",3
"MBBS",3
"BHMS",3
"BDS, MDS",4
"MBBS, MD - General Medicine",4
"MBBS, MD - Dermatology",4
"BHMS",3
"MBBS, MD - General Medicine, DNB - General Medicine",4
"MBBS",3
"MBBS",3
"MBBS, DDV",3
"MBBS, MD - Medicine",4
"MBBS, MD - Dermatology",4
"BDS",3
"BDS, MDS - Prosthodontics",4
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",4
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",5
"DHMS (Diploma in Homeopathic Medicine and Surgery)",1
"BDS, Certificate in Dental Implants",3
"MBBS, DNB - Internal Medicine, Post Graduate Course in Rheumatology",4
"BHMS",3
"BDS, MDS - Prosthodontics",4
"MS - ENT, MBBS",4
"Fellowship in Oral implantlogy, MDS - Oral & Maxillofacial Surgery, BDS",4
"MBBS, MD - Dermatology",4
"MBBS, MD - Dermatology, MD - Venereology",4
"MD - Homeopathy, LCEH",4
"BAMS",3
"BHMS",3
"BAMS",3
"MBBS",3
"MDS - Oral & Maxillofacial Surgery, BDS",4
"MBBS, MS - ENT",4
"BDS",3
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"MBBS, DDVL",3
"MBBS, MS - General Surgery, MD - Medicine",4
"BDS, MDS - Oral Medicine and Radiology",4
"BAMS, D.Y.A, Post Graduate Diploma in Emergency Services (PGDEMS), MD - Ayurveda Medicine",4
"MBBS, Diploma in Dermatology, MS - General Surgery, DDV, MAMS",4
"BHMS",3
"MD - Dermatology, DDV",4
"MBBS, MS - ENT",4
"BHMS",3
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",4
"MBBS, MD - General Medicine",4
"BHMS, MD - Repertory",4
"BDS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, DNB - Obstetrics & Gynecology",3
"BDS, MDS-Oral Pathology and Oral Microbiology, Fellow of Academy of General Education (FAGE), Certificate in Dental Implants",4
"BHMS, MD - Homeopathy",4
"BDS",3
"BDS",3
"BDS, MDS - Orthodontics",4
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB",4
"MBBS, MD - Dermatology",4
"MBBS, MD - General Medicine",4
"BHMS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, DNB",3
"MD - General Medicine, Postgraduate Diploma Clinical Cardiology (PGDCC), MBBS",4
"MD - Physician, Post Graduate Diploma in Clinical Research (PGDCR)",4
"MBBS, DNB - Dermatology & Venereology",3
"BDS",3
"BDS, MDS",4
"MBBS, MD - Dermatology",4
"MD - Medicine, MBBS",4
"MD - Medicine, MBBS",4
"MBBS",3
"BDS, Diploma in Public Health",3
"MBBS, MS - ENT, DNB - Otorhinolaryngology",4
"Post MD SR AIIMS, MD - Dermatology, MBBS",4
"MBBS, MS - ENT, DNB - ENT",4
"MBBS",3
"BHMS",3
"DNB - Dermatology & Venereology, MBBS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BAMS, Fellowship in Cardiac Rehabilitation",3
"BHMS",3
"MD - General Medicine, MBBS",4
"MBBS, MD - General Medicine, Post Graduate Diploma in Diabetology (PGDD)",4
"MD - Dermatology, MBBS",4
"MBBS",3
"BDS, MDS - Prosthodontics",4
"MDS - Oral & Maxillofacial Surgery, Fellow of Academy of General Education (FAGE), BDS, Certificate Course in Oral Implantology",4
"BDS, Post Graduate Certificate in Endodontics (PGCE)",4
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",4
"MBBS, DVD",3
"BHMS",3
"MDS - Paedodontics And Preventive Dentistry, BDS",4
"BDS, MDS - Orthodontics",4
"BDS",3
"BAMS",3
"MBBS, MS - ENT, Fellow of Academy of General Education (FAGE)",4
"MBBS, MS - ENT",4
"MBBS, Diploma in Dermatology, DNB - Dermatology & Venereology",3
"BAMS",3
"MBBS, Post Graduate Diploma in Diabetology (PGDD), Fellowship in Diabetology",4
"BAMS, MD - Ayurveda Medicine",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",3
"MBBS",3
"BHMS",3
"BDS, MDS, Certificate in Dental Implants",4
"MBBS, Diploma in Otorhinolaryngology (DLO), FRCS",3
"MBBS, MD - General Medicine",4
"DHMS (Diploma in Homeopathic Medicine and Surgery)",1
"BDS, MDS",4
"MD - Dermatology , Venereology & Leprosy, MBBS, DNB - Dermatology & Venereology",4
"MBBS, MD - Dermatology",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MD - Ayurveda Medicine, BAMS",4
"MBBS, DDVL, DNB - Dermatology, Venereology & Leprosy",3
"MBBS, MD - Internal Medicine",4
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BAMS",3
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"BHMS",3
"BDS",3
"MBBS, MS - ENT, DNB - ENT",4
"MBBS, DNB",3
"MPH, BDS",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, MDS",4
"MBBS, MD - Dermatology",4
"MBBS, CCEDM",3
"MBBS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - General Medicine",4
"MD - Ayurveda Medicine",4
"MD - Physician, CCEBDM",4
"DDV, MBBS",3
"BDS, MDS - Pedodontics",4
"MBBS, MS - ENT, DNB - ENT",4
"BHMS, MD - Homeopathy",4
"DDVL, MBBS, DNB - Dermatology & Venereology, FAGE",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BDS, MDS - Periodontics",4
"BDS, MDS",4
"MDS - Prosthodontics, BDS, Fellowship and Diplomate in Implantology from ICOI (USA)",4
"MBBS, MS - Otorhinolaryngology",4
"BAMS, Post Graduate Diploma in Holistic Healthcare",4
"BDS, Fellowship in Oral implantlogy",3
"BAMS",3
"Graduate Diploma in Family Medicine, Singapore, MBBS",3
"MBBS, DDVL",3
"MBBS, MS - ENT",4
"BDS",3
"MBBS, DDV, FCPS - Dermatology, Venereology & Leprosy, DNB - Dermatology & Venereology",3
"MBBS, MRCP (UK), DVD, DNB - Dermatology & Venereology",4
"MBBS",3
"MRCPCH (UK), MBBS",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MS - Otorhinolaryngology",4
"MBBS, MD - Dermatology",4
"BDS",3
"MBBS, DDVL",3
"MBBS",3
"BHMS, MD - Homeopathy",4
"BHMS",3
"MBBS, MD - General Medicine",4
"BHMS",3
"BDS",3
"BHMS",3
"BDS",3
"MBBS, DLO, MS - ENT",4
"MBBS",3
"BAMS",3
"MBBS",3
"BHMS",3
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",4
"BAMS",3
"MBBS, DDVL",3
"MS - Otorhinolaryngology, MBBS",4
"MBBS, Diploma in Medical Radio-Diagnosis",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BDS",3
"MBBS, Diploma in Dermatology, Fellowship in Aesthetic Medicine",3
"MBBS, D.Ortho Fellow Arthroscopy & Arthroplasty(AUST), DNB - Orthopedics/Orthopedic Surgery",3
"MBBS",3
"MD - Dermatology, MBBS",4
"MBBS, MD - General Medicine",4
"DHMS (Diploma in Homeopathic Medicine and Surgery)",1
"MD - Dermatology, MBBS, DNB - Dermatology, Venereology & Leprosy, MNAMS - DERMATOLOGY",4
"MBBS, Post Graduate Course in Diabetology, Fellowship in Diabetology",4
"MD - Dermatology , Venereology & Leprosy, MBBS, Fellowship in Pediatric Dermatology, Fellowship in Dermatological Laser Surgery, Fellow Hair Transplant Surgery",4
"MBBS, Basic Life Support (BLS), ACLS, Advanced Trauma Life Support (ATLS)",3
"BAMS",3
"BDS, Fellowship and Diplomate in Implantology from ICOI (USA), Certificate in Dental Implants",3
"MBBS, MD - Medicine",4
"BHMS",3
"MS - ENT",4
"MBBS, DDVL",3
"MBBS, MD - General Medicine",4
"MBBS, Diploma in Dermatology",3
"BDS, MDS - Oral Medicine and Radiology, Certificate Course in Implantology",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"MBBS, DGO, MD - Obstetrics & Gynaecology",4
"MBBS, Diploma in Child Health (DCH)",3
"BDS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BHMS",3
"MBBS, MD - Alternate Medicine",4
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",4
"BAMS, MD - Alternate Medicine, Diploma In Pharmacy",4
"BDS",3
"MBBS",3
"BHMS",3
"BAMS, MD - Ayurveda Medicine",4
"BDS, MDS - Periodontics",4
"MBBS, MS - ENT",4
"MBBS, MD - Medicine",4
"MBBS, MD - Medicine",4
"MBBS, DDV",3
"BAMS, MD - Ayurveda Medicine",4
"MS - ENT, MBBS, DNB",4
"MBBS, DNB - Otorhinolaryngology",3
"BAMS, Advance Diploma in Nutrition and Dietetics, Certificate in Yoga & Meditation",3
"MBBS, DDV",3
"MBBS",3
"MBBS, MD - General Medicine",4
"MBBS, MD - General Medicine",4
"BDS, MSc - Forensic Odontology",4
"MBBS, MD - General Medicine, DM - Nephrology",4
"MBBS, FCD - Diabetology",3
"FRCS - General Surgery, MBBS",3
"BAMS, CGO",3
"BAMS",3
"BHMS",3
"BDS, MDS - Periodontics",4
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",4
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",4
"MBBS, MD - Cardiology",4
"BAMS",3
"BDS, PGDE (Cosmetic & Esthetic Dentist)",4
"MDS - Prosthodontist And Crown Bridge, BDS",4
"MBBS, DDV",3
"MBBS",3
"BDS",3
"MBBS, MS - ENT",4
"MBBS",3
"BHMS",3
"MBBS",3
"BAMS",3
"BAMS, MD - Ayurveda Medicine",4
"BDS",3
"BDS, Post Graduate Diploma in Orthodontics, Post Graduate Certificate in Advanced Oral Implantology, Implant Externship Program",4
"BHMS, MD - Homeopathy",4
"BAMS",3
"BAMS",3
"MBBS, MS - ENT",4
"MBBS, MD - Dermatology",4
"BDS, MDS",4
"MBBS, MS - ENT",4
"BHMS, MD - Homeopathy, Diploma in Nutrition and Health Education",4
"BDS, MDS - Orthodontics",4
"BHMS, MD - Homeopathy",4
"MBBS, MD - Dermatology",4
"BAMS, D.Y.A",3
"MBBS, MD - General Medicine",4
"BDS, MDS - Prosthodontics, Fellowship in Oral implantlogy",4
"MBBS, Diploma of the Faculty of Family Planning (DFFP), Diploma in Practical Dermatology, MRCGP",4
"MBBS, MD - General Medicine",4
"MBBS, MD - Dermatology",4
"BHMS",3
"Diploma in Otorhinolaryngology (DLO), MBBS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"MBBS, MD - General Medicine",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MS - ENT",4
