"Qualification","Experience","Place","Profile","Fees","Qual","nyear","nplace","nprof","city","targetdata_Ayurveda","targetdata_Dentist","targetdata_Dermatologists","targetdata_ENT Specialist","targetdata_General Medicine","targetdata_Homeopath","targetdata_ Bangalore","targetdata_ Chennai","targetdata_ Coimbatore","targetdata_ Delhi","targetdata_ Ernakulam","targetdata_ Hyderabad","targetdata_ Mumbai","targetdata_ Sector 5","targetdata_ Thiruvananthapuram","targetdata_unknown"
"BHMS","12 years experience","Saidapet, Chennai","Homeopath",150,1,12,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine, MD - Internal Medicine","19 years experience","Secunderabad, Hyderabad","General Medicine",400,3,19,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology, MBBS","13 years experience","Secunderabad, Hyderabad","ENT Specialist",500,3,13,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BDS","21 years experience","Juhu, Mumbai","Dentist",400,1,21,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS, DNHE","5 years experience","Uttam Nagar, Delhi","Homeopath",300,2,5,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BHMS, MD - Homeopathy, Fellowship in Orthopaedic Rehabilitation (FOR)","15 years experience","Pandav Nagar, Delhi","Homeopath",400,3,15,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, DLO, MS - ENT","13 years experience","Pallavaram, Chennai","ENT Specialist",200,3,13,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, Fellow of Academy of General Education (FAGE), MIDA, MDS - Periodontics, Certificate Course in Dental Lasers, Certificate Course in Implantology","12 years experience","Marathahalli, Bangalore","Dentist",200,6,12,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS","11 years experience","Porur, Chennai","Homeopath",150,1,11,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"MD - Dermatology , Venereology & Leprosy","12 years experience","Andheri West, Mumbai","Dermatologists",100,2,12,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","6 years experience","Ganapathy, Coimbatore","Dentist",200,1,6,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BDS","10 years experience","Mehdipatnam, Hyderabad","Dentist",100,1,10,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS","34 years experience","Ramamurthy Nagar, Bangalore","Dentist",400,1,34,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Internal Medicine, DM - Endocrinology","15 years experience","Yelahanka, Bangalore","General Medicine",380,3,15,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BDS","20 years experience","Moti Bagh, Delhi","Dentist",200,1,20,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DVD, MD - Dermatology","16 years experience","Thousand Lights, Chennai","Dermatologists",100,3,16,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","16 years experience","Rajajinagar, Bangalore","Homeopath",500,1,16,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BHMS, PGCR","27 years experience","Malakpet, Hyderabad","Homeopath",500,2,27,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - Otorhinolaryngology","18 years experience","Kukatpally, Hyderabad","ENT Specialist",400,2,18,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT","24 years experience","Edapally, Ernakulam","ENT Specialist",250,2,24,5,4," Ernakulam",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"DNB, MBBS","26 years experience","Malviya Nagar, Delhi","General Medicine",100,2,26,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS","44 years experience","Greater Kailash Part 2, Delhi","General Medicine",100,1,44,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BHMS","13 years experience","Mukherjee Nagar, Delhi","Homeopath",50,1,13,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MDS - Pedodontics, BDS","7 years experience","Bannerghatta Road, Bangalore","Dentist",600,2,7,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS","36 years experience","Byculla, Mumbai","General Medicine",100,1,36,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DNB - Dermatology & Venereology, DDV, DVD","22 years experience","Dadar East, Mumbai","Dermatologists",100,4,22,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDV, FRGUHS","17 years experience","JP Nagar 7 Phase, Bangalore","Dermatologists",400,3,17,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS","43 years experience","Peeragarhi, Delhi","Dermatologists",400,1,43,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology","11 years experience","Velachery, Chennai","Dermatologists",300,2,11,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine, Diploma in Diabetes/Endocrinology (Middlesex University)","38 years experience","Safdarjung Enclave, Delhi","General Medicine",700,3,38,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS","30 years experience","Sreekaryam, Thiruvananthapuram","Dentist",150,2,30,8,2," Thiruvananthapuram",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MD - Dermatology , Venereology & Leprosy, MBBS","11 years experience","Perungudi, Chennai","Dermatologists",300,3,11,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MS - ENT, MBBS","12 years experience","Amberpet, Hyderabad","ENT Specialist",300,2,12,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DDV","9 years experience","Bandra West, Mumbai","Dermatologists",500,2,9,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine","26 years experience","Pallikaranai, Chennai","General Medicine",350,2,26,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS","16 years experience","JP Nagar 6 Phase, Bangalore","Dentist",200,1,16,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MS - ENT, MBBS","2 years experience","Aminjikarai, Chennai","ENT Specialist",500,2,2,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MDS - Periodontics, BDS","4 years experience","Indiranagar, Bangalore","Dentist",500,2,4,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS","3 years experience","Mayur Vihar Ph-I, Delhi","Homeopath",200,1,3,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Paediatrics","16 years experience","Saket, Delhi","General Medicine",600,2,16,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BDS","8 years experience","Bandra West, Mumbai","Dentist",100,1,8,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","20 years experience","Andheri East, Mumbai","Ayurveda",50,1,20,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","53 years experience","Peddar Road, Mumbai","ENT Specialist",100,2,53,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","26 years experience","Thiruvanmiyur, Chennai","General Medicine",100,1,26,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BAMS, MS - Ayurveda","25 years experience","Mehdipatnam, Hyderabad","Ayurveda",300,2,25,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS","30 years experience","Mehdipatnam, Hyderabad","Homeopath",100,1,30,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","8 years experience","Lokhandwala, Mumbai","Dentist",100,2,8,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","38 years experience","Sholinganallur, Chennai","General Medicine",100,1,38,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DDV, MD - Dermatology","23 years experience","Mahim, Mumbai","Dermatologists",100,3,23,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DGO","19 years experience","Jayanagar 5 Block, Bangalore","General Medicine",600,2,19,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy, PG Diploma In Clinical Cosmetology (PGDCC)","10 years experience","Alwarpet, Chennai","Dermatologists",100,4,10,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS","0 years experience","Vadavalli, Coimbatore","Dentist",100,1,0,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS, MD - Skin & VD","27 years experience","Dwarka, Delhi","Dermatologists",500,2,27,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT","8 years experience","Bellandur, Bangalore","ENT Specialist",450,2,8,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS","9 years experience","Langford Road, Bangalore","Homeopath",200,1,9,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"MBBS, Diploma in Child Health (DCH)","31 years experience","Mayur Vihar Ph-III, Delhi","General Medicine",300,2,31,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DGO","19 years experience","Vileparle West, Mumbai","General Medicine",700,2,19,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Periodontology and Oral Implantology","13 years experience","Ramnagar, Coimbatore","Dentist",200,2,13,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","42 years experience","Sarita Vihar, Delhi","Dermatologists",100,3,42,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT","44 years experience","Dwarka, Delhi","ENT Specialist",400,2,44,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS","6 years experience","Electronics City, Bangalore","Ayurveda",150,1,6,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS","0 years experience","Mira Road, Mumbai","Dermatologists",100,1,0,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","23 years experience","Kakkanad, Ernakulam","Dentist",200,1,23,5,2," Ernakulam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MD - (Dermatology & STD), DNB - Dermatology & Venereology","11 years experience","Charni Road, Mumbai","Dermatologists",100,3,11,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","7 years experience","Viveknagar, Bangalore","General Medicine",300,1,7,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DNB - Dermatology & Venereology","9 years experience","Cumballa Hill, Mumbai","Dermatologists",100,2,9,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT, DNB - ENT, FCPS - General Surgery, DORL (ENT)","22 years experience","Colaba, Mumbai","ENT Specialist",100,5,22,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DNB","25 years experience","Vileparle West, Mumbai","General Medicine",100,2,25,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","14 years experience","Safdarjung Enclave, Delhi","Dermatologists",100,3,14,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS","40 years experience","Panchsheel Park, Delhi","General Medicine",600,1,40,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, Diploma in Clinical Pathology","32 years experience","Kolathur, Chennai","General Medicine",200,2,32,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BHMS, MD - Homeopathy","17 years experience","Krishna Nagar, Delhi","Homeopath",500,2,17,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BAMS, PG Diploma in Preventive and Promotive Health Care (PGD PPHC)","19 years experience","Dwarka, Delhi","Ayurveda",500,2,19,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DNB - General Medicine","8 years experience","Qutab Institutional Area, Delhi","General Medicine",700,2,8,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - General Medicine","32 years experience","Vadapalani, Chennai","General Medicine",700,2,32,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BHMS, MS - Psychology","10 years experience","Pitampura, Delhi","Homeopath",300,2,10,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Prosthodontics, MSc - Master of Oral Implantology (MOI)","24 years experience","Purasawakkam, Chennai","Dentist",100,3,24,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS","36 years experience","Laxmi Nagar, Delhi","Ayurveda",500,1,36,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, Fellowship in Aesthetic Medicine, Fellowship in Medical Cosmetology (FMC), DDVL, FRGUHS","8 years experience","Dommasandra, Bangalore","Dermatologists",250,5,8,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, Certified Advance Course In Endodontics","6 years experience","Dwarka, Delhi","Dentist",100,2,6,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Prosthodontics","18 years experience","Indiranagar, Bangalore","Dentist",100,2,18,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","14 years experience","Nanganallur, Chennai","Dentist",200,2,14,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DVD","32 years experience","Chunabhatti, Mumbai","Dermatologists",500,2,32,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MD - Homeopathy, BHMS","34 years experience","HSR Layout, Bangalore","Homeopath",500,2,34,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","17 years experience","Mulund West, Mumbai","ENT Specialist",700,2,17,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","15 years experience","Malabar Hill, Mumbai","Homeopath",500,1,15,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","23 years experience","Kolathur, Chennai","ENT Specialist",100,2,23,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS","35 years experience","Ghatkopar East, Mumbai","Ayurveda",150,1,35,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS, Certificate in Child Health (CCH), Post Graduate Diploma in Clinical Research (PGDCR)","17 years experience","Bhandup West, Mumbai","Ayurveda",200,3,17,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS, MD - Alternate Medicine, MS - Ayurveda","21 years experience","Koramangala 8 Block, Bangalore","Ayurveda",500,3,21,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS","9 years experience","Vadapalani, Chennai","Homeopath",500,1,9,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BDS","15 years experience","Vadavalli, Coimbatore","Dentist",100,1,15,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BAMS","0 years experience","Mira Road, Mumbai","Ayurveda",50,1,0,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","6 years experience","Basavanagudi, Bangalore","ENT Specialist",600,2,6,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","6 years experience","HSR Layout, Bangalore","General Medicine",400,2,6,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BHMS","13 years experience","Jayanagar 9 Block, Bangalore","Homeopath",100,1,13,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BHMS","6 years experience","Hoodi, Bangalore","Homeopath",100,1,6,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BAMS","38 years experience","New Friends Colony, Delhi","Ayurveda",500,1,38,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS","6 years experience","Rohini Sector 22, Delhi","Ayurveda",200,1,6,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DDVL","16 years experience","Secunderabad, Hyderabad","Dermatologists",500,2,16,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS","8 years experience","Laxmi Nagar, Delhi","Ayurveda",100,1,8,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS","22 years experience","Koramangala, Bangalore","Homeopath",500,1,22,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BDS, PGDHHM","27 years experience","Lothkunta, Hyderabad","Dentist",200,2,27,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, Diploma in Health Administration","14 years experience","Nariman Point, Mumbai","Dentist",500,2,14,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","9 years experience","Banaswadi, Bangalore","Homeopath",100,1,9,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BDS, MDS","9 years experience","Thoraipakkam, Chennai","Dentist",200,2,9,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, Fellowship in Diabetology","18 years experience","Indiranagar, Bangalore","General Medicine",600,2,18,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, Diploma in Child Health (DCH)","42 years experience","HAL 2nd Stage, Bangalore","General Medicine",250,2,42,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - Otorhinolaryngology","4 years experience","BTM Layout 2nd Stage, Bangalore","ENT Specialist",400,2,4,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS","15 years experience","Jayanagar 7 Block, Bangalore","Homeopath",100,1,15,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","12 years experience","Nagarbhavi, Bangalore","General Medicine",200,2,12,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDVL","9 years experience","Colaba, Mumbai","Dermatologists",100,2,9,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","6 years experience","TV Medical College, Thiruvananthapuram","Dentist",5,1,6,8,2," Thiruvananthapuram",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Pediatrics, DNB - Pediatrics","17 years experience","Borivali West, Mumbai","General Medicine",800,3,17,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BAMS","12 years experience","Kurla West, Mumbai","Ayurveda",50,1,12,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","16 years experience","Ghatkopar West, Mumbai","Homeopath",500,1,16,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS","8 years experience","Andheri West, Mumbai","Dermatologists",100,3,8,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MDS - Oral & Maxillofacial Surgery, BDS","26 years experience","Kadavanthra, Ernakulam","Dentist",500,2,26,5,2," Ernakulam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS","4 years experience","Cuffe Parade, Mumbai","General Medicine",600,1,4,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology","34 years experience","Krishna Nagar, Delhi","Dermatologists",500,2,34,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Prosthodontist And Crown Bridge","3 years experience","Jubilee Hills, Hyderabad","Dentist",250,2,3,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology","28 years experience","Saroor Nagar, Hyderabad","Dermatologists",250,2,28,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MBA - Hospital Management, MDS - Oral Medicine and Radiology","13 years experience","Marathahalli, Bangalore","Dentist",100,3,13,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Endodontics","16 years experience","Mylapore, Chennai","Dentist",500,2,16,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS, MD - Ayurveda Medicine","13 years experience","Kurla East, Mumbai","Ayurveda",100,2,13,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology","14 years experience","Kakkanad, Ernakulam","Dermatologists",300,2,14,5,3," Ernakulam",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"BHMS","20 years experience","Kandivali West, Mumbai","Homeopath",50,1,20,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Medicine","11 years experience","Mira Road, Mumbai","General Medicine",250,2,11,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS","7 years experience","Mulund West, Mumbai","Dermatologists",500,3,7,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MCh - Neuro Surgery","19 years experience","Arumbakkam, Chennai","General Medicine",600,2,19,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BAMS","3 years experience","Vadasserikonam, Thiruvananthapuram","Ayurveda",100,1,3,8,1," Thiruvananthapuram",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - General Medicine","12 years experience","Vanagaram, Chennai","General Medicine",600,2,12,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery, Fellowship in Cosmetic Surgery","15 years experience","Marathahalli, Bangalore","Dentist",800,3,15,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","11 years experience","East Marredpally, Hyderabad","Dentist",200,1,11,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS","15 years experience","Kelambakkam, Chennai","Dentist",100,1,15,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","16 years experience","KPHB, Hyderabad","ENT Specialist",400,2,16,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DM - Cardiology","44 years experience","Anna Nagar, Chennai","General Medicine",250,2,44,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Pedodontics","3 years experience","KK Nagar, Chennai","Dentist",100,2,3,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","26 years experience","Green Park, Delhi","Dermatologists",500,2,26,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, Certificate in Dental Implants","15 years experience","HSR Layout, Bangalore","Dentist",300,2,15,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DNB - Ophthalmology, Fellowship in Vitreo-Retina","19 years experience","Chamarajpet, Bangalore","General Medicine",500,3,19,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","23 years experience","Tambaram East, Chennai","ENT Specialist",200,2,23,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MS - Orthopaedics, MBBS","8 years experience","Vadapalani, Chennai","General Medicine",300,2,8,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS","13 years experience","Andheri East, Mumbai","Dentist",100,1,13,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDVL, DVD","12 years experience","Chinchpokli, Mumbai","Dermatologists",600,3,12,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","24 years experience","Habsiguda, Hyderabad","Ayurveda",200,1,24,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine","42 years experience","Vileparle West, Mumbai","General Medicine",100,2,42,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MS - ENT, MBBS","9 years experience","Mugalivakkam, Chennai","ENT Specialist",300,2,9,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine, DDV","49 years experience","Greams Road, Chennai","Dermatologists",100,3,49,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MDS, BDS","4 years experience","Vileparle East, Mumbai","Dentist",100,2,4,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","22 years experience","Colaba, Mumbai","Ayurveda",100,1,22,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS, Certified Course in Yoga","2 years experience","Banaswadi, Bangalore","Ayurveda",200,2,2,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","15 years experience","T Nagar, Chennai","Ayurveda",250,1,15,2,1," Chennai",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DNB - Otorhinolaryngology, MNAMS (Membership of the National Academy), MBBS","12 years experience","Delhi Cantt, Delhi","ENT Specialist",600,3,12,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
